timestamp,symbol,side,qty,price,fees,realized_pnl,balance_after,partial_fill,fill_ratio,leverage,margin_used
2025-05-21T00:00:00,BTC/USD,close_short,0.01224746,109721.80,0.8063,-69.6199,408.10,False,1.00,3,425.00
2025-05-22T00:00:00,BTC/USD,long,0.01140996,111744.45,0.7650,0.0000,407.34,False,1.00,3,425.00
2025-05-23T00:00:00,BTC/USD,close_long,0.01140996,107311.44,0.7347,-51.3151,355.95,False,1.00,3,425.00
2025-06-05T00:00:00,BTC/USD,long,0.01254910,101600.93,0.7650,0.0000,355.18,False,1.00,3,425.00
2025-06-06T00:00:00,BTC/USD,close_long,0.01254910,104371.66,0.7859,33.9844,389.24,False,1.00,3,425.00
2025-06-22T00:00:00,BTC/USD,short,0.01262436,100995.22,0.7650,0.0000,388.48,False,1.00,3,425.00
2025-06-23T00:00:00,BTC/USD,close_short,0.01262436,105444.81,0.7987,-56.9720,331.71,False,1.00,3,425.00
2025-07-09T00:00:00,BTC/USD,long,0.01145409,111313.96,0.7650,0.0000,330.94,False,1.00,3,425.00
2025-07-10T00:00:00,BTC/USD,close_long,0.01145409,116000.14,0.7972,52.8787,383.57,True,0.64,3,425.00
2025-07-11T00:00:00,BTC/USD,long,0.01084207,117597.43,0.7650,0.0000,382.81,True,0.36,3,425.00
2025-07-12T00:00:00,BTC/USD,close_long,0.01084207,117444.67,0.7640,-2.4203,380.43,False,1.00,3,425.00
2025-07-14T00:00:00,BTC/USD,long,0.01063448,119892.98,0.7650,0.0000,379.67,False,1.00,3,425.00
2025-07-15T00:00:00,BTC/USD,close_long,0.01063448,117754.34,0.7514,-23.4947,355.94,True,0.45,3,425.00
2025-07-16T00:00:00,BTC/USD,short,0.01074348,118676.63,0.7650,0.0000,355.17,True,0.61,3,425.00
2025-07-31T00:00:00,BTC/USD,close_short,0.01074348,115788.51,0.7464,30.2820,387.21,False,1.00,3,425.00
2025-08-01T00:00:00,BTC/USD,long,0.01125469,113286.13,0.7650,0.0000,386.45,False,1.00,3,425.00
2025-08-07T00:00:00,BTC/USD,close_long,0.01125469,117498.78,0.7934,46.6185,431.99,False,1.00,3,425.00
2025-08-11T00:00:00,BTC/USD,long,0.01073790,118738.32,0.7650,0.0000,431.23,False,1.00,3,425.00
2025-08-12T00:00:00,BTC/USD,close_long,0.01073790,120104.21,0.7738,13.8930,445.19,False,1.00,3,425.00
2025-08-13T00:00:00,BTC/USD,long,0.01033232,123399.23,0.7650,0.0000,444.43,False,1.00,3,425.00
2025-08-14T00:00:00,BTC/USD,close_long,0.01033232,118367.91,0.7338,-52.7190,391.60,False,1.00,3,425.00
2025-08-19T00:00:00,BTC/USD,short,0.01129837,112848.10,0.7650,0.0000,390.83,False,1.00,3,425.00
2025-08-20T00:00:00,BTC/USD,close_short,0.01129837,114314.23,0.7749,-17.3399,373.75,False,1.00,3,425.00
2025-08-22T00:00:00,BTC/USD,long,0.01090366,116933.17,0.7650,0.0000,372.99,False,1.00,3,425.00
2025-08-25T00:00:00,BTC/USD,close_long,0.01090366,110128.12,0.7205,-74.9205,297.22,False,1.00,3,425.00
2025-08-29T00:00:00,BTC/USD,long,0.01176038,108414.83,0.7650,0.0000,296.46,False,1.00,3,425.00
2025-09-02T00:00:00,BTC/USD,close_long,0.01176038,111223.69,0.7848,32.2485,328.11,True,0.75,3,425.00
2025-09-05T00:00:00,BTC/USD,long,0.01151771,110699.13,0.7650,0.0000,327.35,False,1.00,3,425.00
2025-09-10T00:00:00,BTC/USD,close_long,0.01151771,113965.40,0.7876,36.8324,363.85,True,0.68,3,425.00
2025-09-17T00:00:00,BTC/USD,short,0.01094751,116464.87,0.7650,0.0000,363.08,False,1.00,3,425.00
2025-09-22T00:00:00,BTC/USD,close_short,0.01094751,112770.40,0.7407,39.7045,403.23,True,0.49,3,425.00
2025-09-25T00:00:00,BTC/USD,long,0.01168836,109082.92,0.7650,0.0000,402.46,False,1.00,3,425.00
2025-09-28T00:00:00,BTC/USD,close_long,0.01168836,112204.20,0.7869,35.6958,437.50,True,0.54,3,425.00
2025-09-30T00:00:00,BTC/USD,long,0.01117431,114101.00,0.7650,0.0000,436.74,False,1.00,3,425.00
2025-10-01T00:00:00,BTC/USD,close_long,0.01117431,118643.00,0.7955,49.9583,486.72,False,1.00,3,425.00
2025-10-02T00:00:00,BTC/USD,long,0.01056733,120654.84,0.7650,0.0000,485.96,False,1.00,3,425.00
2025-10-03T00:00:00,BTC/USD,close_long,0.01056733,122294.40,0.7754,16.5504,502.21,False,1.00,3,425.00
2025-10-06T00:00:00,BTC/USD,long,0.01022061,124747.94,0.7650,0.0000,501.45,False,1.00,3,425.00
2025-10-07T00:00:00,BTC/USD,close_long,0.01022061,121390.25,0.7444,-35.0621,466.07,False,1.00,3,425.00
2025-10-09T00:00:00,BTC/USD,short,0.01047748,121689.60,0.7650,0.0000,465.30,False,1.00,3,425.00
2025-10-10T00:00:00,BTC/USD,close_short,0.01047748,113021.51,0.7105,90.1092,555.46,True,0.78,3,425.00
2025-10-11T00:00:00,BTC/USD,short,0.01151164,110757.49,0.7650,0.0000,554.69,False,1.00,3,425.00
2025-10-12T00:00:00,BTC/USD,close_short,0.01151164,115107.75,0.7950,-50.8736,503.79,False,1.00,3,425.00
2025-10-14T00:00:00,BTC/USD,short,0.01127569,113075.14,0.7650,0.0000,503.03,False,1.00,3,425.00
2025-10-15T00:00:00,BTC/USD,close_short,0.01127569,110841.63,0.7499,24.4344,527.55,True,0.59,3,425.00
2025-10-16T00:00:00,BTC/USD,long,0.01178003,108234.04,0.7650,0.0000,526.79,False,1.00,3,425.00
2025-10-20T00:00:00,BTC/USD,close_long,0.01178003,110561.17,0.7814,26.6322,552.92,True,0.76,3,425.00
2025-10-21T00:00:00,BTC/USD,long,0.01176104,108408.79,0.7650,0.0000,552.15,False,1.00,3,425.00
2025-10-24T00:00:00,BTC/USD,close_long,0.01176104,111024.08,0.7835,29.9751,581.96,True,0.36,3,425.00
2025-11-03T00:00:00,BTC/USD,short,0.01196520,106559.06,0.7650,0.0000,581.20,True,0.33,3,425.00
2025-11-04T00:00:00,BTC/USD,close_short,0.01196520,101513.53,0.7288,59.6420,641.13,False,1.00,3,425.00
2025-11-05T00:00:00,BTC/USD,short,0.01227464,103872.72,0.7650,0.0000,640.36,True,0.71,3,425.00
2025-11-06T00:00:00,BTC/USD,close_short,0.01227464,101323.01,0.7462,30.5506,671.13,False,1.00,3,425.00
