timestamp,open,high,low,close,volume
2024-12-27,99365.0,99887.0,95134.0,95678.0,0
2024-12-31,95688.0,97134.0,91375.0,92627.0,0
2025-01-04,92666.0,98971.0,91942.0,98084.0,0
2025-01-08,98116.0,102512.0,96164.0,96952.0,0
2025-01-12,96807.0,97205.0,91251.0,94560.0,0
2025-01-16,94572.0,100702.0,89800.0,100313.0,0
2025-01-20,100555.0,106307.0,97532.0,101275.0,0
2025-01-24,101184.0,108786.0,99702.0,104068.0,0
2025-01-28,104021.0,107006.0,97792.0,101958.0,0
2025-02-01,102101.0,106191.0,100272.0,102382.0,0
2025-02-05,102405.0,102749.0,92460.0,98118.0,0
2025-02-09,97888.0,100097.0,95676.0,96558.0,0
2025-02-13,96454.0,98467.0,94120.0,97836.0,0
2025-02-17,97887.0,98624.0,95410.0,96149.0,0
2025-02-21,96123.0,98758.0,93435.0,98384.0,0
2025-02-25,98337.0,99504.0,91397.0,91397.0,0
2025-03-01,91582.0,92504.0,78393.0,84442.0,0
2025-03-05,84317.0,94902.0,81688.0,87311.0,0
2025-03-09,87039.0,92756.0,84972.0,86143.0,0
2025-03-13,86173.0,86483.0,76784.0,83884.0,0
2025-03-17,83678.0,85140.0,79948.0,82611.0,0
2025-03-21,82570.0,87431.0,81208.0,84271.0,0
2025-03-25,84326.0,88714.0,83239.0,87328.0,0
2025-03-29,87483.0,88430.0,83609.0,84359.0,0
2025-04-02,84333.0,85438.0,81362.0,85238.0,0
2025-04-06,85151.0,87791.0,81333.0,83596.0,0
2025-04-10,83514.0,83668.0,74604.0,82622.0,0
2025-04-14,82595.0,85732.0,78669.0,83601.0,0
2025-04-18,83637.0,86186.0,83219.0,84931.0,0
2025-04-22,84940.0,88260.0,84038.0,87452.0,0
2025-04-26,87501.0,95564.0,87366.0,94773.0,0
2025-04-30,94739.0,95491.0,92953.0,94256.0,0
2025-05-04,94275.0,97822.0,93334.0,95923.0,0
2025-05-08,95893.0,97512.0,93592.0,97026.0,0
2025-05-12,97036.0,104841.0,96965.0,103994.0,0
2025-05-16,104083.0,105503.0,101109.0,103709.0,0
2025-05-20,103749.0,106518.0,102381.0,105629.0,0
2025-05-24,105614.0,111814.0,104386.0,107217.0,0
2025-05-28,107156.0,110407.0,106802.0,109068.0,0
2025-06-01,109010.0,109104.0,103296.0,104688.0,0
2025-06-05,104686.0,106807.0,103939.0,104813.0,0
2025-06-09,104803.0,106365.0,100783.0,105692.0,0
2025-06-13,105724.0,110282.0,105426.0,105979.0,0
2025-06-17,105898.0,108785.0,103081.0,106951.0,0
2025-06-21,106842.0,107644.0,102624.0,103290.0,0
2025-06-25,103292.0,106129.0,98467.0,105976.0,0
2025-06-29,106036.0,108116.0,105985.0,107332.0,0
2025-07-03,107333.0,109608.0,105402.0,108824.0,0
2025-07-07,108876.0,110386.0,107386.0,109215.0,0
2025-07-11,109222.0,116462.0,107591.0,115880.0,0
2025-07-15,115961.0,122838.0,115548.0,119834.0,0
2025-07-19,119849.0,120689.0,116094.0,117989.0,0
2025-07-23,118003.0,120222.0,116779.0,119956.0,0
2025-07-27,119959.0,119959.0,115086.0,117960.0,0
2025-07-31,117906.0,119754.0,116079.0,117833.0,0
2025-08-04,117828.0,118865.0,112113.0,114199.0,0
2025-08-08,114235.0,117596.0,112770.0,117463.0,0
2025-08-12,117483.0,122227.0,115979.0,118774.0,0
2025-08-16,118727.0,124128.0,116956.0,117340.0,0
2025-08-20,117397.0,118514.0,112778.0,112778.0,0
2025-08-24,112896.0,117310.0,111764.0,115360.0,0
2025-08-28,115333.0,115549.0,109214.0,111216.0,0
2025-09-01,111241.0,113329.0,107682.0,108253.0,0
2025-09-05,108226.0,112502.0,107295.0,110725.0,0
2025-09-09,110752.0,113225.0,110032.0,112025.0,0
2025-09-13,112080.0,116705.0,110822.0,116160.0,0
2025-09-17,116092.0,116970.0,114509.0,116763.0,0
2025-09-21,116797.0,117888.0,114940.0,115716.0,0
2025-09-25,115723.0,115858.0,111369.0,113321.0,0
2025-09-29,113317.0,113492.0,108776.0,112143.0,0
2025-10-03,112179.0,121044.0,111599.0,120612.0,0
2025-10-07,120515.0,126080.0,119514.0,124774.0,0
2025-10-11,124740.0,125108.0,105896.0,113202.0,0
2025-10-15,113044.0,115934.0,109862.0,113157.0,0
2025-10-19,113066.0,113527.0,103856.0,107156.0,0
2025-10-23,107210.0,113804.0,106222.0,107618.0,0
2025-10-27,107591.0,114816.0,107581.0,114476.0,0
2025-10-31,114419.0,116041.0,106464.0,108241.0,0
2025-11-04,108409.0,111130.0,105540.0,106521.0,0
2025-11-08,106452.0,107189.0,99076.0,103396.0,0
2025-11-12,103192.0,107357.0,101490.0,102961.0,0
2025-11-16,103112.0,105257.0,94138.0,95508.0,0
2025-11-20,95380.0,96528.0,88540.0,91363.0,0
2025-11-24,91408.0,92944.0,81051.0,86784.0,0
2025-11-28,86740.0,91850.0,85546.0,91279.0,0
2025-12-02,91324.0,92849.0,83989.0,86281.0,0
2025-12-06,86304.0,94001.0,86259.0,89307.0,0
2025-12-10,89264.0,94490.0,87887.0,92723.0,0
2025-12-14,92686.0,94177.0,89426.0,90257.0,0
2025-12-18,90253.0,90469.0,85374.0,86065.0,0
2025-12-22,86197.0,89220.0,84581.0,88577.0,0
2025-12-26,88672.0,90353.0,86576.0,87230.0,0
